Id,VendorNo,LicenseNo,TradeName,DBA,Phone,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingZip,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingZip,IsActive,BillingAddressSameAsShipping,TotalAcceptedYtd,LastDateAccepted
1350,6033578420010001,416433,EMERALD CITY GROWERS,EMERALD CITY GROWERS,(206) 920-8316,3525 HOEHNE AVE,,LONGVIEW,WA,98632-9385,,,,,,true,true,,
1351,6033585450010001,416445,WALDEN,WALDEN,(352) 514-9238,1104 OLD HWY 97 STE A,,BREWSTER,WA,98812-0000,,,,,,true,true,,
1352,604608872,416448,SOUTH PARK GARDENS LLC,SOUTH PARK GARDENS LLC,(206) 355-1955,8500 14TH AVE S STE B,,SEATTLE,WA,98108-4803,,,,,,true,true,,
1353,6033586190010001,416450,OPEN SKY FARMS,OPEN SKY FARMS,(407) 234-4453,99 GREENACRES RD LOT D,LOT D,RIVERSIDE,WA,98849-9625,,,,,,true,true,,
1354,6033590320010001,416459,MARY JANE,MARY JANE,(509) 469-8226,49 BAILEY LOOP RD,,GOLDENDALE,WA,98620-0000,,,,,,true,true,,
1355,6033591220010002,416462,NORTHWEST GROWN PRODUCTS,NORTHWEST GROWN PRODUCTS,(360) 854-9333,24862 BENHAM RD STE A,,MOUNT VERNON,WA,98273-8080,,,,,,true,true,,
1356,6034707970010001,416481,FOREVERGREEN,FOREVERGREEN,(206) 799-0962,4654 GUIDE MERIDIAN,BLDG D,BELLINGHAM,WA,98226-9110,,,,,,true,true,,
1357,6033606590010001,416490,PURELY GREEN,PURELY GREEN,(360) 921-8341,35702 NW TOENJES RD,STE 4,WOODLAND,WA,98674-3721,,,,,,true,true,,
1358,6034333600010001,416495,HIGGS & BOSON,HIGGS & BOSON,(206) 240-2530,23203 HWY 17 N,,SOAP LAKE,WA,98851-0000,,,,,,true,true,,
1359,6035473790010001,416499,NORTHWEST FINEST,NORTHWEST FINEST,(509) 648-3207,13301 PINE CITY MALDEN RD,BLDG 1,SAINT JOHN,WA,99171-9626,,,,,,true,true,,
1360,6033579330010001,416561,SASQUATCH CANNABIS COMPANY,SASQUATCH CANNABIS COMPANY,(360) 966-0260,4911 EVERSON GOSHEN RD,,BELLINGHAM,WA,98226-0000,,,,,,true,true,,
1361,6033582410010001,416565,HIGH TIMES UNLIMITED,HIGH TIMES UNLIMITED,(253) 353-0563,1384 STATE ROUTE 12 STE A,,MONTESANO,WA,98563-0000,,,,,,true,true,,
1362,6033582810010001,416566,SON LUX,SON LUX,(360) 688-3428,1013 85TH AVE SE,STE A,TUMWATER,WA,98501-5730,,,,,,true,true,,
1363,6035791810010001,416572,TANJ FARMS,TANJ FARMS,(206) 653-6999,6441 OLD GUIDE RD STE C,,BELLINGHAM,WA,98226-9655,,,,,,true,true,,
1364,6034756510010001,416576,SMOOTH BLUE,SMOOTH BLUE,(360) 301-0531,126 NEWMAN CREEK RD,UNIT #5,ELMA,WA,98541-9536,,,,,,true,true,,
1365,6032747000010001,416578,FSG,FSG,(360) 265-9152,3906 B ST NW,,AUBURN,WA,98002-2420,,,,,,true,true,,
1366,6033418800010001,416579,WHITE STAR,WHITE STAR,(360) 446-7267,12307 VAIL CUTOFF RD SE STE A,,RAINIER,WA,98576-9660,,,,,,true,true,,
1367,6033500150010002,416581,CUSTOM CULTIVATORS,CUSTOM CULTIVATORS,(360) 991-3913,186 CHEROKEE RD STE D,,OMAK,WA,98841-9476,,,,,,true,true,,
1368,603356948,427094,PURA VALLEY HERBS,PURA VALLEY HERBS,(541) 610-4194,161 WESTFIELD CT,,SHELTON,WA,98584-4604,,,,,,true,true,,
1369,6033785750010001,416583,GREEN THUMB GARDENS,GREEN THUMB GARDENS,(509) 304-4260,13421 WILSON CREEK RD,,ELLENSBURG,WA,98926-5575,,,,,,true,true,,
1370,6033579020010001,416584,JSM NISQUALLY,JSM NISQUALLY,(206) 795-1518,10333 LAKE CITY WAY,STE 201,SEATTLE,WA,98125-7737,,,,,,true,true,,
1371,6033579050010001,416585,CAPITAL CITY CANNABIS COMPANY,CAPITAL CITY CANNABIS COMPANY,(360) 561-8122,16726 PROMISE LN SW,,ROCHESTER,WA,98579-9591,,,,,,true,true,,
1372,604583717,430596,"PLANT ME, LLC","PLANT ME, LLC",(509) 670-7043,169 GREENACRES RD BLDG B,,RIVERSIDE,WA,98849-9647,,,,,,true,true,,
1373,6033497390010001,416601,EVERGREEN PRODUCTION,EVERGREEN PRODUCTION,(206) 818-5054,2870 OCEAN AVE BLDG 1,,RAYMOND 412902,WA,98577-4926,,,,,,true,true,,
1374,6033508210010001,416606,KUSH VALLEY,KUSH VALLEY,(510) 333-6835,5004 WEISHAAR RD E,,ODESSA,WA,99159-6000,,,,,,true,true,,
1375,6033508680010001,416608,ETTAS HERBALS,ETTAS HERBALS,(509) 949-5773,5602 WA 270,STE D,PULLMAN,WA,99163-8708,,,,,,true,true,,
1376,604321828,416644,PLATINUM COAST,PLATINUM COAST,(720) 537-8224,5845 192 AVE SW STE 103,STE 103,ROCHESTER,WA,98579-0000,,,,,,true,true,,
1377,6033620700010001,416646,FIVE O 2,FIVE O 2,(206) 799-7290,4380 KAWECKI RD STE D,STE D,MALAGA,WA,98828-0000,,,,,,true,true,,
1378,6035420680010002,416656,ISLAND GRO,ISLAND GRO,(206) 679-4781,3157 A GOLDIE RD,,OAK HARBOR,WA,98277-2732,,,,,,true,true,,
1379,6033621790010001,416658,GRASS ROOTZ,GRASS ROOTZ,(509) 879-1018,5724 N SYCAMORE ST,,SPOKANE,WA,99217-6507,,,,,,true,true,,
1380,6033621970010001,416660,INFORMATION RETRIEVAL,INFORMATION RETRIEVAL,(206) 226-0600,3062 STATE HWY 16 SW STE 2-8,STE 2-8,BREMERTON,WA,98312-4958,,,,,,true,true,,
1381,6035742140010001,416669,VAJRADHARA PRODUCTS LLC,VAJRADHARA PRODUCTS LLC,(206) 324-4872,221 BRUENN AVE,,BREMERTON,WA,98312-3107,,,,,,true,true,,
1382,6035103930010001,416672,SUNNYSIDE NORTHWEST,SUNNYSIDE NORTHWEST,(253) 606-7834,41305 N GRIFFIN RD,,GRANDVIEW,WA,98930-9688,,,,,,true,true,,
1383,6032437310010001,416677,DANK INC.,DANK INC.,(206) 501-0879,212 N GALES ST STE A,,PORT ANGELES,WA,98362-8731,,,,,,true,true,,
1384,6034845540010001,416681,NICEBUDS,NICEBUDS,(206) 375-2233,23930 OSO LOOP RD,STE J,ARLINGTON,WA,98223-5399,,,,,,true,true,,
1385,6034455680010001,416689,GROOVY GREENS,GROOVY GREENS,(206) 380-9089,"7800 POSTMA RD, STE 3",,MOXEE,WA,98936-0000,,,,,,true,true,,
1386,6027726970010001,416690,FREYA FARM,FREYA FARM,(360) 445-3372,20535 DIKE RD,STE 1,MOUNT VERNON,WA,98273-6527,,,,,,true,true,,
1387,6033540810010002,416693,LEAVES OF GRASS,LEAVES OF GRASS,(206) 920-7731,3902 10TH ST SE,,EAST WENATCHEE,WA,98802-9305,,,,,,true,true,,
1388,603354168,417014,BEAUSOLEIL,BEAUSOLEIL,(225) 329-9486,74 PIT RD STE C,,BREWSTER,WA,98368-0000,,,,,,true,true,,
1389,6033552510010001,416700,THE GRIND HOUSE,THE GRIND HOUSE,(509) 389-2024,3625 E FERRY ST,,SPOKANE,WA,99202-4629,,,,,,true,true,,
1390,6035064580010001,416706,MAGIC TIME FARMS,MAGIC TIME FARMS,(714) 213-4262,126 NEWMAN CREEK RD,UNIT 2,ELMA,WA,98541-9536,,,,,,true,true,,
1391,6033576490010002,416721,EMERALD CITY INDUSTRIES,EMERALD CITY INDUSTRIES,(206) 818-5113,23887 S FRONTAGE RD E,UNIT 1,WARDEN,WA,98857-9314,,,,,,true,true,,
1392,6034382850010001,416807,NORTH COAST CONCENTRATES,NORTH COAST CONCENTRATES,(425) 614-7112,52433 HWY 112,,PORT ANGELES,WA,98363-9724,,,,,,true,true,,
1393,603470108,428568,TONASKET HIGH COUNTRY,TONASKET HIGH COUNTRY,(360) 536-0361,3540 DONEEN RAINEY RD STE B,,EAST WENATCHEE,WA,98802-8600,,,,,,true,true,,
1394,6033625130010001,416813,JANE GARDENS,JANE GARDENS,(425) 269-8547,2512 HARTFORD DR,,LAKE STEVENS,WA,98258-0000,,,,,,true,true,,
1395,6033627900010001,416822,GROW-TECH,GROW-TECH,(509) 594-6333,2795 ROAD D NE,,MOSES LAKE,WA,98837-9688,,,,,,true,true,,
1396,6034287920010002,416825,CANNA VERDE,CANNA VERDE,(509) 826-2111,8 COW TRAIL RD,,TONASKET,WA,98855-0000,,,,,,true,true,,
1397,6033937950010001,416827,THE PLANT FACTORY,THE PLANT FACTORY,(425) 681-2285,41 RUMSEY RD,,NEWPORT,WA,99156-9023,,,,,,true,true,,
1398,6035085780010001,416834,GREEN LEAF ESTATES,GREEN LEAF ESTATES,(360) 458-4945,13241 ZELLER RD SE STE #1,,YELM,WA,98597-9213,,,,,,true,true,,
1399,6033924740010001,416837,GOATHOUSE,GOATHOUSE,(360) 908-2447,2412 ANDERSON HILL RD SW STE A,SUITE A,PORT ORCHARD,WA,98367-9311,,,,,,true,true,,
1400,6033394200010001,416844,WASHINGTON MARIJUANA,WASHINGTON MARIJUANA,(509) 305-1611,7800 POSTMA ROAD STE 1,SUITE 1,MOXEE,WA,98936-0000,,,,,,true,true,,
1401,604458405,429105,BOLD TYPE LLC,BOLD TYPE LLC,(425) 471-4491,22745 ROAD 4 SE,,WARDEN,WA,98857-9715,,,,,,true,true,,
1402,6034463240010001,416855,SIERRA GREEN,SIERRA GREEN,(425) 327-0749,11503 60TH ST NE,,LAKE STEVENS,WA,98258-8733,,,,,,true,true,,
1403,6033107770010001,416857,SWEET AMBROSIA,SWEET AMBROSIA,(425) 443-2726,19531 183RD WAY SE STE A,SUITE A,RENTON,WA,98058-9737,,,,,,true,true,,
1404,6033121220010001,416858,GREEN VALLEY MANAGEMENT,GREEN VALLEY MANAGEMENT,(509) 830-5240,101 GREEN VALLEY RD STE A,,MABTON,WA,98935-9471,,,,,,true,true,,
1405,603270374,416859,VERDELUX CHOCOLATES,VERDELUX CHOCOLATES,(360) 998-3253,924 KENTUCKY ST,,BELLINGHAM,WA,98225-4226,,,,,,true,true,,
1406,604534086,416871,NB Arlington II LLC,NB Arlington II LLC,(425) 420-0170,23930 OSO LOOP RD STE H,STE D,ARLINGTON,WA,98223-5399,,,,,,true,true,,
1407,602564176,426980,MC2 SUPPLY,MC2 SUPPLY,(253) 380-2308,6256 FRENCHMAN HILLS RD W,STE C,ROYAL CITY,WA,99357-9612,,,,,,true,true,,
1408,6025000700010001,417133,PARTHENON,PARTHENON,(206) 650-7779,351 W MERZ RD,,SUNNYSIDE,WA,98944-9418,,,,,,true,true,,
1409,6024012150010002,417134,150 POUNDERS,150 POUNDERS,(253) 405-5065,21037 BUCODA HWY SE,,CENTRALIA,WA,98531-9501,,,,,,true,true,,
1410,6033613880010001,417135,BC LABS,BC LABS,(360) 461-3555,199 EASY ST,,PORT ANGELES,WA,98362-0000,,,,,,true,true,,
1411,6030883930010002,417142,AGRO COUTURE,AGRO COUTURE,(206) 579-9464,2919 S ALASKA ST,,TACOMA,WA,98409-7804,,,,,,true,true,175855,2026-05-11T20:57:01.217000
1412,6033481560010001,417147,HEAVENLY BUDS,HEAVENLY BUDS,(360) 518-1501,1445 INDUSTRIAL WAY 19 C,,LONGVIEW,WA,98632-0000,,,,,,true,true,1133291,2026-06-03T21:06:46.820000
1413,603349089,430652,ECC,ECC,(253) 332-3777,4398 WEST RD,#10,BLAINE,WA,98230-9419,,,,,,true,true,,
1414,6033545590010002,417149,HEMP MASTERS,HEMP MASTERS,(509) 302-1547,171 FAIRWAY AVE STE A,,MESA,WA,99343-9554,,,,,,true,true,,
1415,6034541600010001,417155,DANDELION FARMS,DANDELION FARMS,(509) 279-4729,4807 N REBECCA ST SUITE A,,SPOKANE,WA,99217-6751,,,,,,true,true,,
1416,6036062670010001,417163,DYNAMIC PROCESSORS,DYNAMIC PROCESSORS,(360) 280-8341,624 SUNSET PARK DR,,SEDRO WOOLLEY,WA,98284-1578,,,,,,true,true,0,2026-02-27T17:56:32.520000
1417,6035253190010001,417168,PROJECT M,PROJECT M,(425) 350-0248,10908 156TH ST NE STE C,,ARLINGTON,WA,98223-8814,,,,,,true,true,,
1418,603350552,417174,LIFTED CANNABIS,LIFTED CANNABIS,(253) 302-3086,3303 S 35TH ST STE B-12,STE B-12,TACOMA,WA,98409-4726,,,,,,true,true,4167371,2026-06-25T05:18:50.647000
1419,6040245530010001,417175,PLANTWORKS,PLANTWORKS,(206) 363-1563,12710 AURORA AVE N,,SEATTLE,WA,98133-7520,,,,,,true,true,,
1420,6034342200010001,417176,DANKY DOODLE,DANKY DOODLE,(360) 273-2333,17440 MOON RD SW,STE A,ROCHESTER,WA,98579-9617,,,,,,true,true,,
1421,603376082,430699,PARADISE VALLEY PRODUCTIONS,PARADISE VALLEY PRODUCTIONS,(206) 794-5026,17416 187TH AVE SE #B,SUITE C,MONROE,WA,98272-9114,,,,,,true,true,,
1422,6035046630010001,417183,"LEAFLINE LABS, LLC","LEAFLINE LABS, LLC",(425) 770-8112,145 GREENACRES RD UNIT #2,,RIVERSIDE,WA,98849-0000,,,,,,true,true,,
1423,6035682470010001,417184,HIGH SUPPLY,HIGH SUPPLY,(360) 350-8198,2842 93RD AVE SW,STE A,TUMWATER,WA,98512-9144,,,,,,true,true,,
1424,6033587960010001,417274,GREENLEAF INDUSTRIES,GREENLEAF INDUSTRIES,(714) 574-5420,2621 MOTTMAN CT SW #B,,TUMWATER,WA,98512-5632,,,,,,true,true,,
1425,6033588100010001,417276,KEEP IT GREEN PRODUCTIONS,KEEP IT GREEN PRODUCTIONS,(509) 679-1556,10 AYERS RD BLDG 2,,TWISP,WA,98856-9736,,,,,,true,true,,
1426,6035233300010001,417295,LOPEZ AND ORR CO,LOPEZ AND ORR CO,(509) 944-4911,1120 S FAIRCHILD ST STE A,,MEDICAL LAKE,WA,99022-8778,,,,,,true,true,,
1427,6040338380010001,417297,REVERIE ENTERPRISES LLC,REVERIE ENTERPRISES LLC,(206) 354-9734,26740 VASHON HWY SW,,VASHON,WA,98070-8319,,,,,,true,true,,
1428,6033592560010001,417300,MAHONEY GREENS,MAHONEY GREENS,(253) 732-3090,1123 ST PAUL AVE,,TACOMA,WA,98421-2404,,,,,,true,true,,
1429,6033592610010001,417301,LADERA FARMS,LADERA FARMS,(509) 669-6462,570 WEBB AVE S STE A,,EAST WENATCHEE,WA,98802-9388,,,,,,true,true,,
1430,6034445030010001,417316,CANNA-MED,CANNA-MED,(650) 281-5236,234 OMAK RIVER RD STE A,,OMAK,WA,98841-9673,,,,,,true,true,,
1431,6034461730010001,417320,MOTHERS OTHER GARDEN,MOTHERS OTHER GARDEN,(253) 884-3427,414 DELANO ROAD KP S STE A,,LAKEBAY,WA,98349-8508,,,,,,true,true,,
1432,6012242980010002,417321,GENETICS 360,GENETICS 360,(360) 550-7918,1975 ALPINE WAY #6,,BELLINGHAM,WA,98226-0000,,,,,,true,true,,
1433,6033991990010001,417324,SOG,SOG,(509) 427-7392,35702 NW TOENJES RD,STE 3,WOODLAND,WA,98674-3721,,,,,,true,true,,
1434,603545346,426996,ATF FARMS LLC,ATF FARMS LLC,(509) 679-7948,3540 DONEEN RAINEY RD,,EAST WENATCHEE,WA,98802-8600,,,,,,true,true,,
1435,6033497230010001,417338,QUALITY GROWERS,QUALITY GROWERS,(360) 941-7245,2870 OCEAN AVE BLDG 3,BLDG 3,RAYMOND,WA,98577-4926,,,,,,true,true,,
1436,6033594260010001,417349,CLOUDY FARMS,CLOUDY FARMS,(425) 327-0066,23930 OSO LOOP RD,STE F,ARLINGTON,WA,98223-0000,,,,,,true,true,,
1437,6033177010010002,417358,BLUEGRASS,BLUEGRASS,(509) 322-3270,55 REEVAS BASIN RD STE A,STE A,TONASKET,WA,98855-0000,,,,,,true,true,,
1438,6033596110010001,417361,GIGGLE BUSH,GIGGLE BUSH,(253) 347-4080,986 E HAMPTON RD STE A,STE A,LIND,WA,99341-9725,,,,,,true,true,,
1439,6033597540010001,417367,THE LEGACY,THE LEGACY,(360) 749-5455,381 DELAMETER RD,,CASTLE ROCK,WA,98611-9411,,,,,,true,true,,
1440,6036050540010001,417631,BILLOWS OF HAZE,BILLOWS OF HAZE,(509) 844-3523,3836 E ROWAN AVE STE B,,SPOKANE,WA,99208-0000,,,,,,true,true,,
1441,6033553360010001,417763,ROCKY BROOK RANCH,ROCKY BROOK RANCH,(702) 430-1947,71 MUSTANG LN AREA C,STE 1,BRINNON,WA,98320-9640,,,,,,true,true,,
1442,6028105730010003,417891,MR WHOLESALE,MR WHOLESALE,(509) 710-3240,2219 A N RAMBO RD,,SPOKANE,WA,99224-9584,,,,,,true,true,,
1443,6033578920010001,419100,SKAGIT AGRICULTURE,SKAGIT AGRICULTURE,(206) 227-1835,8531 POSTMA RD STE C,,MOXEE,WA,98936-9317,,,,,,true,true,,
1444,6033121340010002,420213,DOWNTOWN CANNABIS COMPANY,DOWNTOWN CANNABIS COMPANY,(425) 829-0836,612 S ALASKA ST,,SEATTLE,WA,98108-1727,,,,,,true,true,2160300,2026-06-18T00:45:17.543000
1445,6033478690010002,421103,FIRE HOUSE PRODUCTIONS,FIRE HOUSE PRODUCTIONS,(509) 362-3963,3636 E SANSON AVE,,SPOKANE,WA,99217-7809,,,,,,true,true,,
1446,6033459530010003,421766,NW CONNOISSEURS,NW CONNOISSEURS,(360) 376-2586,46 HOPE LANE,,EASTSOUND,WA,98245-0000,,,,,,true,true,,
1447,6034670690010002,421839,ABSOLUTE OILS,ABSOLUTE OILS,(206) 310-6620,1432 S CLOVERDALE ST,,SEATTLE,WA,98108-4825,,,,,,true,true,,
1448,6033509520010002,421941,GREEN HAVEN LLC,GREEN HAVEN LLC,(425) 312-4423,1311 STATE ROUTE 530 NE,UNIT B,DARRINGTON,WA,98241-9782,,,,,,true,true,,
1449,6033494720010007,422257,PINNACLE NW,PINNACLE NW,(360) 264-5484,500 E EXPORT ROAD,,SHELTON,WA,98584-0000,,,,,,true,true,,
1450,6033067980010002,422323,URBAN FARMS OF WASHINGTON,URBAN FARMS OF WASHINGTON,(360) 901-5985,24 THAYER SOUTH RD STE A,SUITE A,OROVILLE,WA,98844-9224,,,,,,true,true,,
1451,6033540700010002,422368,PRINCE FARMS,PRINCE FARMS,(425) 736-1226,389 BUSINESS PARK LOOP,,SEQUIM,WA,98382-9491,,,,,,true,true,136240,2026-04-07T17:41:37.133000
1452,6033408760010002,422561,SINSEMILLA,SINSEMILLA,(206) 852-7089,2916 STATE ST STE 304,,EVERETT,WA,98201-3842,,,,,,true,true,,
1453,6033547880010005,422685,ALON,ALON,(425) 775-4619,127 BOUNDARY POINT RD,,OROVILLE,WA,98844-9563,,,,,,true,true,,
1454,6034810050010003,422928,PACIFIC GLO,PACIFIC GLO,(425) 359-1090,7721 MARSH RD,,SNOHOMISH,WA,98296-5901,,,,,,true,true,,
1455,6033138350010003,422993,EDGEMONT GROUP,EDGEMONT GROUP,(509) 888-0420,625 E EDGEMONT DR,,WENATCHEE,WA,98801-0000,,,,,,true,true,,
1456,6033588190010003,424091,SKY HIGH GARDENS,SKY HIGH GARDENS,(206) 963-7066,2724 1ST AVE S,STE C,SEATTLE,WA,98134-1851,,,,,,true,true,407875,2026-05-16T02:22:44.683000
1457,6033528090010002,424223,HANNAH INDUSTRIES,HANNAH INDUSTRIES,(206) 499-5050,13312 SE 30TH ST,,BELLEVUE,WA,98005-4404,,,,,,true,true,,
1458,604417039,424285,GRX2,GRX2,(425) 319-3720,2916 STATE ST STE 103,STE 103,EVERETT,WA,98201-0000,,,,,,true,true,,
1459,6033507990010003,424306,NORTHWEST SERVICES UNLIMITED,NORTHWEST SERVICES UNLIMITED,(253) 312-4612,9889 PADILLA HEIGHTS RD BDLG 3,BLDG 3 UNIT 6,ANACORTES,WA,98221-0000,,,,,,true,true,,
1460,6034706820010002,424365,OLYMPUS GROUP,OLYMPUS GROUP,(253) 985-1520,43001 N GRIFFIN RD STE B,STE B,GRANDVIEW,WA,98930-9041,,,,,,true,true,,
1461,604408037,416203,HJG LLC,HJG LLC,(603) 440-9875,3163 GOLDIE RD BLDG B STE 1&2,,OAK HARBOR,WA,98277-0000,,,,,,true,true,,
1462,6035138790010004,424381,DARLING GROWERS,DARLING GROWERS,(503) 901-8525,3900 BAY RD,,FERNDALE,WA,98248-9694,,,,,,true,true,,
1463,6040946460010001,424481,NWCS,NWCS,(425) 455-2291,37 ENTERPRISE LN,,ELMA,WA,98541-0000,,,,,,true,true,,
1464,6033409730010002,424484,AURUM FARMS,AURUM FARMS,(360) 348-8489,8129 PIPELINE RD,,LYMAN,WA,98263-0000,,,,,,true,true,,
1465,603468131,429985,RAINBOW HAZE,RAINBOW HAZE,(360) 449-2912,36043 STATE ROUTE 23 E LOT 3,STE 200,DAVENPORT,WA,99122-9758,,,,,,true,true,,
1466,6035480310010003,424500,"LEGENDARY LABORATORIES, LLC","LEGENDARY LABORATORIES, LLC",(509) 808-5223,2717 N MAYFAIR ST,,SPOKANE,WA,99207-2073,,,,,,true,true,,
1467,6033497050010004,424573,TRIPLE T FARMS,TRIPLE T FARMS,(209) 991-4464,8531 POSTMA RD STE T,,MOXEE,WA,98936-0000,,,,,,true,true,,
1468,6033564690010004,424786,MARPROD,MARPROD,(843) 324-5119,362 MICHEL LANE,,OTHELLO,WA,99344-0000,,,,,,true,true,,
1469,603542026,412636,HD HILLS,HD HILLS,(509) 422-5704,511 WAUTOMA RD,,SUNNYSIDE,WA,98944-0000,,,,,,true,true,,
1470,6033562440010003,425023,ROCK ISLAND FARM,ROCK ISLAND FARM,(206) 890-1721,5315 140TH ST E,,TACOMA,WA,98446-4129,,,,,,true,true,,
1471,603358999,425035,SNOWCREST,SNOWCREST,(360) 977-1978,2117 ST FRANCIS LN,,VANCOUVER,WA,98660-1060,,,,,,true,true,,
1472,6020655520010003,425496,JET CITY GARDENS,JET CITY GARDENS,(206) 399-9221,4165 HANNEGAN RD STE B,STE B,BELLINGHAM,WA,98226-9196,,,,,,true,true,,
1473,6033458120010003,425600,HORTONS,HORTONS,(206) 403-6928,13363 ROAD 2 NE UNIT A,,MOSES LAKE,WA,98837-0000,,,,,,true,true,,
1474,6040251290010002,425691,POT OF GOLD,POT OF GOLD,(310) 993-5709,7453 S MADISON ST UNIT A,,TACOMA,WA,98409-1024,,,,,,true,true,,
1475,6034002040010002,425699,CANNA-BEST,CANNA-BEST,,2310 W SUTTON RD STE F1,,OTHELLO,WA,99344-9009,,,,,,true,true,,
1476,6040251420010002,425737,MOLECULAR GENETICS RESEARCH ASSOCIATES,MOLECULAR GENETICS RESEARCH ASSOCIATES,(603) 703-2732,3303 S 35TH ST STE A9,,TACOMA,WA,98409-4723,,,,,,true,true,,
1477,6029656910010002,412044,LANDSEYE LOGISTICS,LANDSEYE LOGISTICS,(425) 681-7941,47600 SE 153RD ST STE A,,NORTH BEND,WA,98045-8669,,,,,,true,true,,
1478,6031046500010002,412047,KOUCHLOCK PRODUCTIONS,KOUCHLOCK PRODUCTIONS,(509) 327-2777,1919 E FRANCIS AVE STE B,,SPOKANE,WA,99208-2747,,,,,,true,true,,
1479,6031808180010002,412061,BOTANY UNLIMITED DESIGN & SUPPLY,BOTANY UNLIMITED DESIGN & SUPPLY,(509) 619-9364,2505 N COMMERCIAL AVE UNIT C/D,,PASCO,WA,99301-9505,,,,,,true,true,,
1480,6033121340010001,412075,DOWNTOWN CANNABIS COMPANY,DOWNTOWN CANNABIS COMPANY,(425) 829-0836,898 VALENTINE AVE SE,,PACIFIC,WA,98047-2100,,,,,,true,true,,
1481,6006477070010003,412098,HILL TOP GROWERS,HILL TOP GROWERS,(509) 966-5906,4301 N MISSIMER RD,,PROSSER,WA,99350-0000,,,,,,true,true,,
1482,6033375830010001,412103,QUINCE FARM,QUINCE FARM,(206) 842-7480,5973 OLD MILL RD NE BLDG E-5,,BAINBRIDGE ISLAND,WA,98110-3140,,,,,,true,true,,
1483,6033406800010001,412107,NINE POINT GROWTH INDUSTRIES,NINE POINT GROWTH INDUSTRIES,(360) 265-1863,1788 3RD AVE W,,BREMERTON,WA,98312-5300,,,,,,true,true,,
1484,6033409730010001,412110,AURUM FARMS,AURUM FARMS,(360) 348-8489,21516 95TH ST SE,,SNOHOMISH,WA,98290-7254,,,,,,true,true,,
1485,6033478690010001,412144,NEXT LEVEL PRODUCTIONS,NEXT LEVEL PRODUCTIONS,(800) 509-6329,6620 N MARKET ST,,SPOKANE,WA,99217-7809,,,,,,true,true,,
1486,6033998080010001,412157,HC GARDENS,HC GARDENS,(425) 327-7616,15210 275TH AVE SE STE B,,MONROE,WA,98272-9524,,,,,,true,true,,
1487,6035077540010001,412536,EL REY DE LA KUSH,EL REY DE LA KUSH,(509) 264-8399,"4499 ROAD L NE, SUITE B",,MOSES LAKE,WA,98837-0000,,,,,,true,true,,
1488,6032488030010001,412538,GRATEFUL FARMS,GRATEFUL FARMS,(253) 355-4133,8 GOLD MINE SPUR E,,RIVERSIDE,WA,98849-9693,,,,,,true,true,,
1489,6033308030010001,412544,CANNASTAR,CANNASTAR,(425) 471-1960,8129A PIPELINE RD,,LYMAN,WA,98263-0000,,,,,,true,true,,
1490,6033491800010001,412552,LADY EARTH BOTANICALS,LADY EARTH BOTANICALS,(360) 751-5000,144 MORGAN RD # A,,TOUTLE,WA,98649-9734,,,,,,true,true,,
1491,6040251420010001,412585,MOLECULAR GENETICS RESEARCH ASSOCIATES,MOLECULAR GENETICS RESEARCH ASSOCIATES,(603) 703-2732,2564 HOOKER RD,,SEQUIM,WA,98382-7265,,,,,,true,true,,
1492,6033508160010001,412589,SUGARLEAF FARM,SUGARLEAF FARM,(360) 393-6972,"18254 W MCCORQUEDALE RD, STE B",,MOUNT VERNON,WA,98273-7291,,,,,,true,true,,
1493,6033506070010001,412591,JCJ GREENS,JCJ GREENS,(509) 888-5252,410 HIGHWAY 150 STE 1,,CHELAN,WA,98816-0106,,,,,,true,true,,
1494,6033489860010001,412595,HD HILLS,HD HILLS,(509) 422-5704,61 SALMON CREEK RD SUITE A,,OKANOGAN,WA,98840-9524,,,,,,true,true,,
1495,6032771310010001,412623,CE GROUP,CE GROUP,(773) 858-5118,4165 HANNEGAN RD,,BELLINGHAM,WA,98226-9196,,,,,,true,true,,
1496,6020655520010002,412639,JET CITY GARDENS,JET CITY GARDENS,(206) 399-9221,929 S HARNEY ST,,SEATTLE,WA,98108-0000,,,,,,true,true,,
1497,6033795260010001,412666,THREE G FARMS LLC,THREE G FARMS LLC,(509) 948-1934,7205 ENDICOTT RD STE A,,ENDICOTT,WA,99125-0000,,,,,,true,true,,
1498,6033458120010001,412682,HORTONS,HORTONS,(206) 403-6928,11 CASEYS RANCH RD STE A,,DANVILLE,WA,99121-9707,,,,,,true,true,,
1499,6033528090010001,412699,HANNAH INDUSTRIES,HANNAH INDUSTRIES,(206) 499-5050,55 REEVAS BASIN RD,STE F,TONASKET,WA,98855-0000,,,,,,true,true,,
1500,6033504940010001,412703,ISLAND REEFER,ISLAND REEFER,(360) 661-2567,481 BUENA VIEW RD STE A,,CLE ELUM,WA,98922-8301,,,,,,true,true,,
1501,6033529710010001,412705,GROW IT WRIGHT,GROW IT WRIGHT,(425) 238-2255,28922 2ND AVE NW SUITE A,,ARLINGTON,WA,98223-7380,,,,,,true,true,,
1502,6035138790010002,412717,DARLING GROWERS,DARLING GROWERS,(503) 901-8525,14617 STATE ROUTE 530 NE STE A,STE A,ARLINGTON,WA,98223-5357,,,,,,true,true,,
